Screen-Size,RAM,Price,Brand,Processor,GPU,GPU-Type,Resolution,Condition
14.0,16,404.96,Lenovo,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,8,560.0,Samsung,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,289.22,Asus,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,8,680.0,Asus,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,4,350.0,HP,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Open box
15.5,8,424.99,Lenovo,Intel Core i5 9th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,1920 x 1080,Good - Refurbished
12.4,8,499.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,New
17.3,8,760.0,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,949.99,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,389.0,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Open box
15.6,16,832.71,Dell,Intel Core i7 11th Gen.,NVIDIA Quadro T600,Dedicated Graphics,1920 x 1080,Open box
14.0,16,377.97,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,349.99,HP,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
12.3,8,649.0,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2736 x 1824,Open box
14.0,8,499.99,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
12.5,8,230.0,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Good - Refurbished
14.0,4,309.99,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,892.06,LG,Intel Core i7 13th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,New
14.0,16,950.0,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
13.3,8,269.95,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,549.0,Asus,Intel Core i3 12th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,New
16.1,16,816.66,HP,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,1920 x 1080,Open box
15.6,8,393.0,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,475.0,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
17.0,16,900.0,LG,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,New
14.0,4,449.0,HP,Intel Core i3 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1366 x 768,Open box
14.0,16,268.99,Dell,Intel Core i3 11th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,8,549.99,Asus,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,290.0,HP,Intel Core i7 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,32,749.99,Dell,Intel Core i5 10th Gen.,NVIDIA Quadro T2000 4GB GDDR6,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,490.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,449.95,Dell,Intel Core i5 6th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,32,853.99,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,625.0,Lenovo,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,New
12.4,8,379.99,Microsoft,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1536 x 1024,New
13.3,8,389.95,Lenovo,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,403.26,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,624.95,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3840 x 2400,Good - Refurbished
12.5,8,199.0,HP,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated Graphics,1600 x 900,Good - Refurbished
14.0,16,346.86,Dell,Intel Core i7 9th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
14.0,8,350.0,HP,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
14.0,8,377.99,HP,Intel Core i7 11th Gen.,NVIDIA T500,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
12.5,4,240.0,Lenovo,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated Graphics,1366 x 768,Good - Refurbished
15.6,16,44.45,Gigabyte,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3070,Dedicated Graphics,1920 x 1080,New
15.6,8,389.0,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
12.5,16,295.0,Lenovo,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated Graphics,1366 x 768,Good - Refurbished
13.4,16,868.88,Asus,AMD Ryzen 9 7000 Series,AMD Radeon Graphics,Integrated Graphics,1920 x 1200,New
14.0,8,999.99,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1024 x 768,Open box
15.6,16,899.99,Dell,Intel Core i5 13th Gen.,NVIDIA RTX A500,Integrated Graphics,1920 x 1080,New
14.0,16,300.0,Dell,Intel Core i7 9th Gen.,NVIDIA GeForce MX150,Dedicated Graphics,1920 x 1080,Good - Refurbished
15.6,8,359.99,HP,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 786,Open box
15.6,8,305.99,HP,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,699.99,Acer,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New
15.6,8,719.95,Lenovo,Intel Core i5 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,16,699.0,HP,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,899.99,Dell,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,Integrated Graphics,1920 x 1200,Open box
17.3,16,850.0,HP,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,8,849.95,HP,Intel Core i5 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,New
14.0,8,799.99,Asus,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,New
14.0,16,319.99,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Dedicated Graphics,2560 x 1440,Very Good - Refurbished
15.6,16,979.77,HP,Intel Core i7 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
15.6,8,399.0,Asus,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
16.0,16,642.42,Dell,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,3072 x 1920,Excellent - Refurbished
15.6,8,293.82,Lenovo,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,379.99,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,999.99,Lenovo,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,New
14.0,32,544.99,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,8,499.99,Samsung,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
15.6,8,600.0,Asus,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650 Max-Q,Dedicated Graphics,1920 x 1080,New
14.0,8,963.06,Acer,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.0,16,950.0,Microsoft,Intel Core i7 8th Gen.,NVIDIA GeForce GTX 1060,Dedicated Graphics,3240 x 2160,Open box
14.4,32,469.99,Microsoft,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,2400 x 1600,Open box
14.0,8,548.88,HP,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,603.99,Samsung,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,32,749.95,MSI,Intel Core i7 10th Gen.,nVidia GeForce RTX 2060,Dedicated Graphics,3840 x 2160,Very Good - Refurbished
15.6,16,278.95,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,32,499.99,Dell,Intel Core i7 13th Gen.,"NVIDIA RTX A1000, 6 GB GDDR6",Dedicated Graphics,1920 x 1200,Excellent - Refurbished
15.6,16,739.0,HP,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Open box
15.6,16,499.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,16,639.0,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,834.99,Asus,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New
15.6,8,649.99,HP,Intel Core i7 11th Gen.,Intel Iris,Integrated Graphics,1024 x 768,Open box
15.6,8,599.99,HP,Intel Core i5 12th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New
13.3,8,329.99,Microsoft,Intel Core i5 10th Gen.,Iris Plus Graphics,Integrated Graphics,2256 x 1504,Open box
14.0,16,449.99,Lenovo,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,8,353.4,HP,Intel Core i3 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Open box
15.6,8,412.49,Asus,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,32,999.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,268.0,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
13.4,16,849.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
13.3,16,739.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,3456 x 2160,Excellent - Refurbished
14.0,8,549.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,32,874.99,HP,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,New
14.0,16,344.99,Dell,Intel Core i7 10th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Very Good - Refurbished
13.3,16,648.79,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,509.99,Dell,Intel Core i5 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,32,449.99,Dell,Intel Core i7 12th Gen.,NVIDIA RTX A1000 4GB,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
14.0,32,399.99,Lenovo,Intel Core i7 7th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,581.56,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,349.0,Acer,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,373.99,Lenovo,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,558.88,HP,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,New
15.6,16,759.99,Lenovo,Intel Core i7 12th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,New
15.6,32,584.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,499.0,Dell,Intel Core i9 9th Gen.,NVIDIA Quadro T2000,Dedicated Graphics,1024 x 768,Very Good - Refurbished
14.5,16,239.99,Lenovo,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
15.6,32,475.0,HP,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
17.3,12,298.0,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1600 x 900,Open box
15.6,32,329.99,Dell,Intel Core i7 12th Gen.,NVIDIA RTX A1000 4GB GDDR6,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
15.6,16,850.0,Acer,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 4050,Dedicated Graphics,1920 x 1080,New
11.6,16,414.99,Dell,Intel Core i5 7th Gen.,Intel(R) HD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
13.5,16,932.78,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1280,Excellent - Refurbished
15.6,8,596.1,Dell,Intel Core i5 10th Gen.,Intel HD Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
15.6,32,425.0,HP,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M with 2GB GDDR5,Dedicated Graphics,3840 x 2160,Good - Refurbished
15.6,8,499.88,Lenovo,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
12.3,8,519.99,Dell,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
15.6,16,829.99,Dell,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,8,179.99,HP,Intel Core i5 8th Gen.,AMD FirePro M4100,Integrated Graphics,1366 x 768,Open box
15.6,16,229.0,Dell,Intel Core i5 6th Gen.,Intel HD Graphics 520,Dedicated Graphics,1920 x 1080,Good - Refurbished
14.0,32,269.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
17.0,32,649.0,LG,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Good - Refurbished
12.3,8,509.99,Dell,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
13.3,16,719.99,Samsung,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,794.78,Asus,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,199.99,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Excellent - Refurbished
15.6,8,497.47,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.5,16,599.99,Microsoft,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,Integrated Graphics,2256 x 1504,Open box
14.0,8,449.99,Acer,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,64,799.0,HP,Intel Core i7 8th Gen.,AMD Radeon Graphics,Dedicated Graphics,1920 x 1080,Very Good - Refurbished
15.6,8,233.95,HP,Intel Core i5 6th Gen.,Intel HD Graphics,Integrated Graphics,1366 x 768,Very Good - Refurbished
15.6,8,459.0,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1024 x 768,New
15.6,8,332.75,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,599.99,Lenovo,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated Graphics,1920 x 1200,Good - Refurbished
15.0,8,314.96,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Very Good - Refurbished
13.3,8,569.99,Microsoft,Intel Core i5 10th Gen.,Iris Plus Graphics,Integrated Graphics,2256 x 1504,Open box
14.0,16,577.99,Lenovo,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,New
14.0,16,679.0,Lenovo,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1200,Open box
15.6,32,649.99,Dell,Intel Core i7 13th Gen.,"NVIDIA RTX A1000, 6 GB GDDR6",Dedicated Graphics,1920 x 1200,Excellent - Refurbished
13.3,8,397.0,HP,Intel Core i7 6th Gen.,Intel HD 620,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,299.99,Samsung,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,649.99,Dell,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,New
15.6,16,245.0,Dell,Intel Core i3 6th Gen.,Intel HD Graphics 520,Integrated Graphics,1366 x 768,Good - Refurbished
17.3,8,549.99,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
13.4,16,499.0,Asus,Intel Core i9 12th Gen.,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1200,New
14.0,16,885.78,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,8,449.99,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
17.3,8,311.39,HP,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated Graphics,1600 x 900,Open box
15.6,32,649.0,Dell,Intel Core i7 10th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,Very Good - Refurbished
13.5,16,879.99,HP,Intel Core i7 11th Gen.,AMD FirePro M4100,Integrated Graphics,1024 x 768,Excellent - Refurbished
14.0,32,329.99,Dell,Intel Core i7 9th Gen.,NVIDIA GeForce MX150,Integrated Graphics,1024 x 768,Very Good - Refurbished
17.3,16,429.99,Dell,Intel Core i7 12th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1200,Excellent - Refurbished
15.6,8,488.0,Acer,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
13.3,8,404.99,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,575.0,Lenovo,AMD Ryzen 5 5000 Series,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,Open box
13.3,8,549.0,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,589.0,Dell,Intel Core i7 10th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,1024 x 768,Very Good - Refurbished
14.0,64,239.95,Dell,Intel Core i7 7th Gen.,Intel HD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,8,386.96,HP,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,559.97,AVITA,Intel Core i5 7th Gen.,Intel HD Graphics 615,Integrated Graphics,1920 x 1080,New
14.0,16,899.0,Lenovo,Intel Core i7 11th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Open box
13.3,4,255.03,Lenovo,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
13.3,8,329.99,Lenovo,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
12.0,4,265.0,Lenovo,Intel Core i5 6th Gen.,Intel HD 520,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,249.49,MSI,Intel Core i7 12th Gen.,NVDIA GeForce RTX 3070 Ti,Dedicated Graphics,1920 x 1080,New
15.6,32,899.0,MSI,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 4050,Dedicated Graphics,1920 x 1080,New
14.0,16,879.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,500.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,32,449.99,Dell,Intel Core i7 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,16,609.79,HP,Intel Core i7 6th Gen.,AMD FirePro M4100,Integrated Graphics,1366 x 768,Very Good - Refurbished
14.0,8,429.99,Lenovo,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,339.0,HP,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
12.4,8,796.05,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1536 x 1024,New
12.4,8,769.98,Microsoft,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1536 x 1024,Open box
15.6,8,538.75,HP,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,Dedicated Graphics,1920 x 1080,New
16.0,16,859.99,LG,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,New
17.3,8,789.88,Asus,Intel Core i5 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1920 x 1080,Open box
15.6,8,330.0,Gateway,Intel Core i3 11th Gen.,AMD FirePro M4100,Dedicated Graphics,1024 x 768,New
13.3,8,299.99,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1366 x 768,Open box
14.0,8,398.0,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,New
15.6,8,215.26,Dell,Intel Core i5 8th Gen.,Intel UHD Graphics,Integrated Graphics,1024 x 768,Very Good - Refurbished
15.6,32,551.8,Dell,Intel Core i7 10th Gen.,NVIDIA Quadro P620,Dedicated Graphics,1920 x 1080,Open box
15.6,8,499.49,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,650.0,Acer,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,Open box
15.6,16,789.49,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,419.9,Dell,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,168.99,Dell,Intel Core i3 10th Gen.,Intel(R) UHD Graphics,Integrated Graphics,1366 x 768,Good - Refurbished
14.0,16,543.99,Dell,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,Integrated Graphics,1920 x 1080,Good - Refurbished
15.6,16,549.0,HP,Intel Core i7 8th Gen.,Radeon Pro WX 3100,Dedicated Graphics,1920 x 1080,Open box
14.0,16,211.99,Lenovo,Intel Core i7 6th Gen.,Intel(R) HD Graphics 520,Integrated Graphics,1920 x 1080,Good - Refurbished
12.0,16,100.0,Panasonic,Intel Core i5 10th Gen.,AMD FirePro M4100,Integrated Graphics,2160 x 1440,New
15.6,8,329.99,Dell,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated Graphics,1366 x 768,Excellent - Refurbished
15.6,8,400.0,Lenovo,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,849.99,LG,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
14.0,16,699.0,Dell,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3840 x 2160,New
14.0,32,339.99,Lenovo,Intel Core i7 7th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,399.0,Dell,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1200,New
13.3,8,499.99,Samsung,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated Graphics,1920 x 1080,New
15.6,8,400.0,HP,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,8,599.99,Dell,Intel Core i3 11th Gen.,Intel HD Graphics,Integrated Graphics,1366 x 768,New
14.0,32,317.77,Dell,Intel Core i7 8th Gen.,Intel UHD Graphics 620,Integrated Graphics,1920 x 1080,Excellent - Refurbished
12.3,16,679.99,Microsoft,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2736 x 1824,Open box
14.0,16,499.99,Dell,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,3840 x 2160,Excellent - Refurbished
13.3,16,900.0,Dell,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,Open box
15.6,16,148.92,Acer,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
14.0,16,559.99,Dell,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Excellent - Refurbished
15.6,16,548.88,Asus,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
15.6,16,719.99,HP,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,1920 x 1080,New
16.0,16,549.99,Lenovo,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Open box
15.6,64,849.99,Dell,Intel Core i7 12th Gen.,NVIDIA RTX A1000 4GB,Dedicated Graphics,1920 x 1200,Excellent - Refurbished
14.0,16,759.18,Dell,Intel Core i7 8th Gen.,AMD FirePro M4100,Integrated Graphics,1920 x 1080,Very Good - Refurbished
14.0,8,399.99,HP,Intel Core i5 10th Gen.,Intel® UHD Graphics for 10th Gen Intel® Processors,Integrated Graphics,1920 x 1080,Excellent - Refurbished
14.0,16,999.99,Dell,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated Graphics,2560 x 1600,Excellent - Refurbished
